Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
360010,Saba,Netherlands,Stratovolcano,Eruption Observed,1640 CE,West Indies,West Indies,17.63,-63.23,887,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360020,"Quill, The",Netherlands,Stratovolcano,Eruption Dated,250 CE,West Indies,West Indies,17.478,-62.96,601,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360030,Liamuiga,Saint Kitts and Nevis,Stratovolcano,Eruption Dated,160 CE,West Indies,West Indies,17.37,-62.8,1156,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360040,Nevis Peak,Saint Kitts and Nevis,Stratovolcano,Evidence Uncertain,Unknown,West Indies,West Indies,17.15,-62.58,985,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360050,Soufriere Hills,United Kingdom,Stratovolcano,Eruption Observed,2013 CE,West Indies,West Indies,16.72,-62.18,915,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360060,Soufriere Guadeloupe,France,Stratovolcano,Eruption Observed,1977 CE,West Indies,West Indies,16.044,-61.664,1467,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360080,"Diables, Morne aux",Dominica,Lava dome(s),Evidence Credible,Unknown,West Indies,West Indies,15.612,-61.43,861,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360090,"Diablotins, Morne",Dominica,Stratovolcano,Evidence Uncertain,Unknown,West Indies,West Indies,15.503,-61.397,1430,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360100,"Trois Pitons, Morne",Dominica,Complex,Eruption Dated,920 CE,West Indies,West Indies,15.37,-61.33,1387,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360101,"Watt, Morne",Dominica,Stratovolcano(es),Eruption Observed,1997 CE,West Indies,West Indies,15.307,-61.305,1224,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360110,"Plat Pays, Morne",Dominica,Stratovolcano,Eruption Dated,1270 CE,West Indies,West Indies,15.255,-61.341,940,Dacite,Subduction zone / Oceanic crust (< 15 km),Holocene
360120,Pelee,France,Stratovolcano,Eruption Observed,1932 CE,West Indies,West Indies,14.809,-61.165,1394,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360140,Qualibou,Saint Lucia,Caldera,Eruption Observed,1766 CE,West Indies,West Indies,13.83,-61.05,777,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360150,Soufriere St. Vincent,Saint Vincent and the Grenadines,Stratovolcano,Eruption Observed,1979 CE,West Indies,West Indies,13.33,-61.18,1220,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
360160,Kick 'em Jenny,Grenada,Submarine,Eruption Observed,2017 CE,West Indies,West Indies,12.3,-61.64,-185,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
360170,St. Catherine,Grenada,Stratovolcano,Evidence Credible,Unknown,West Indies,West Indies,12.15,-61.67,840,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
370010,Snaefellsjokull,Iceland,Stratovolcano,Eruption Dated,200 CE,Iceland and Arctic Ocean,Iceland (western),64.8,-23.783,1446,,Rift zone / Oceanic crust (< 15 km),Holocene
370020,Helgrindur,Iceland,Pyroclastic cone(s),Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
370030,Ljosufjoll,Iceland,Fissure vent(s),Eruption Dated,960 CE,Iceland and Arctic Ocean,Iceland (western),64.9,-22.483,1063,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371020,Reykjanes,Iceland,Crater rows,Eruption Observed,1831 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.85,-22.566,140,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371022,Eldey,Iceland,Submarine,Confirmed Eruption,1926 CE,Iceland and Arctic Ocean,Iceland (northeastern),63.733,-23,70,,Rift zone / Oceanic crust (< 15 km),Holocene
371030,Krysuvik,Iceland,Crater rows,Eruption Observed,1340 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.883,-22.083,360,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371040,Brennisteinsfjoll,Iceland,Crater rows,Eruption Observed,1341 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371050,Hengill,Iceland,Crater rows,Eruption Dated,150 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371051,Hromundartindur,Iceland,Stratovolcano,Evidence Uncertain,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.333,550,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371060,Grimsnes,Iceland,Crater rows,Eruption Dated,3500 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371070,Prestahnukur,Iceland,Subglacial,Eruption Dated,3350 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.583,-20.666,1385,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371080,Langjokull,Iceland,Subglacial,Eruption Dated,950 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.85,-19.7,1100,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
371090,Hofsjokull,Iceland,Subglacial,Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.833,-18.766,1765,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
372010,Vestmannaeyjar,Iceland,Submarine,Eruption Observed,1973 CE,Iceland and Arctic Ocean,Iceland (southern),63.416,-20.266,283,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
372020,Eyjafjallajokull,Iceland,Stratovolcano,Eruption Observed,2010 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
372030,Katla,Iceland,Subglacial,Eruption Observed,1918 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
372040,Tindfjallajokull,Iceland,Stratovolcano,Evidence Uncertain,Unknown,Iceland and Arctic Ocean,Iceland (southern),63.783,-19.716,1464,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
372050,Torfajokull,Iceland,Stratovolcano,Eruption Observed,1477 CE,Iceland and Arctic Ocean,Iceland (southern),63.892,-19.122,1280,Rhyolite,Rift zone / Oceanic crust (< 15 km),Holocene
372070,Hekla,Iceland,Stratovolcano,Eruption Observed,2000 CE,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,Andesite / Basaltic Andesite,Rift zone / Oceanic crust (< 15 km),Holocene
373010,Grimsvotn,Iceland,Caldera,Eruption Observed,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373012,Thordarhyrna,Iceland,Stratovolcano,Confirmed Eruption,1904 CE,Iceland and Arctic Ocean,Iceland (southern),64.267,-17.617,1650,,Rift zone / Oceanic crust (< 15 km),Holocene
373030,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373040,Tungnafellsjokull,Iceland,Stratovolcano,Evidence Credible,Unknown,Iceland and Arctic Ocean,Iceland (northeastern),64.75,-17.916,1523,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373050,Kverkfjoll,Iceland,Stratovolcano,Eruption Observed,1968 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373060,Askja,Iceland,Stratovolcano,Eruption Observed,1961 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373070,Fremrinamar,Iceland,Stratovolcano,Eruption Dated,1200 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373080,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373082,Heidarspordar,Iceland,Fissure vent,Confirmed Eruption,300 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.583,-16.817,490,,Rift zone / Oceanic crust (< 15 km),Holocene
373090,Theistareykir,Iceland,Shield,Eruption Dated,900 BCE,Iceland and Arctic Ocean,Iceland (northeastern),65.833,-17.166,540,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
373100,Tjornes Fracture Zone,Iceland,Submarine,Eruption Observed,1868 CE,Iceland and Arctic Ocean,Iceland (northeastern),66.309,-17.118,-75,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
374010,Oraefajokull,Iceland,Stratovolcano,Eruption Observed,1728 CE,Iceland and Arctic Ocean,Iceland (southeastern),64.05,-16.633,2010,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
374020,Esjufjoll,Iceland,Stratovolcano,Unrest / Holocene,Unknown,Iceland and Arctic Ocean,Iceland (southeastern),64.25,-16.583,1620,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
374801,Snaefell,Iceland,Stratovolcano,Uncertain Evidence,Unknown,Iceland and Arctic Ocean,Iceland (southeastern),64.783,-15.55,1833,,Rift zone / Oceanic crust (< 15 km),Holocene
375010,Kolbeinsey Ridge,Iceland,Submarine,Eruption Observed,1755 CE,Iceland and Arctic Ocean,North of Iceland,66.67,-18.5,5,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
376010,Jan Mayen,Norway,Stratovolcano,Eruption Observed,1985 CE,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
377020,East Gakkel Ridge at 85°E,Undersea Features,Submarine,Evidence Credible,1999 CE,Iceland and Arctic Ocean,Arctic Ocean,85.608,85.25,-3800,No Data (checked),Rift zone / Oceanic crust (< 15 km),Holocene
381040,Pico Fracture Zone,Undersea Features,Submarine,Eruption Observed,1865 CE,Atlantic Ocean,Atlantic Ocean (northern),38.75,-38.08,-4200,No Data (checked),Intraplate / Oceanic crust (< 15 km),Holocene
382001,Flores,Portugal,Stratovolcano(es),Eruption Dated,950 BCE,Atlantic Ocean,Azores,39.462,-31.216,914,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
382002,Corvo,Portugal,Stratovolcano,Evidence Credible,Unknown,Atlantic Ocean,Azores,39.699,-31.111,718,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
382010,Fayal,Portugal,Stratovolcano,Eruption Observed,1958 CE,Atlantic Ocean,Azores,38.6,-28.73,1043,Andesite / Basaltic Andesite,Rift zone / Oceanic crust (< 15 km),Holocene
382020,Pico,Portugal,Stratovolcano,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.47,-28.4,2351,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
382030,San Jorge,Portugal,Fissure vent,Eruption Observed,1907 CE,Atlantic Ocean,Azores,38.65,-28.08,1053,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
382040,Graciosa,Portugal,Stratovolcano,Eruption Dated,1950 BCE,Atlantic Ocean,Azores,39.02,-27.97,402,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
382050,Terceira,Portugal,Stratovolcano(es),Eruption Observed,2000 CE,Atlantic Ocean,Azores,38.73,-27.32,1023,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
382070,Don Joao de Castro Bank,Portugal,Submarine,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.23,-26.63,-13,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
382080,Sete Cidades,Portugal,Stratovolcano,Eruption Observed,1880 CE,Atlantic Ocean,Azores,37.87,-25.78,856,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km),Holocene
382081,Picos Volcanic System,Portugal,Pyroclastic cone(s),Eruption Observed,1652 CE,Atlantic Ocean,Azores,37.78,-25.67,350,Trachybasalt / Tephrite Basanite,Rift zone / Oceanic crust (< 15 km),Holocene
382090,Agua de Pau,Portugal,Stratovolcano,Eruption Observed,1564 CE,Atlantic Ocean,Azores,37.77,-25.47,947,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km),Holocene
382100,Furnas,Portugal,Stratovolcano,Eruption Observed,1630 CE,Atlantic Ocean,Azores,37.77,-25.32,805,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km),Holocene
382110,Monaco Bank,Portugal,Submarine,Eruption Observed,1911 CE,Atlantic Ocean,Azores,37.6,-25.88,-197,No Data (checked),Rift zone / Oceanic crust (< 15 km),Holocene
382120,Madeira,Portugal,Shield,Eruption Dated,4500 BCE,Atlantic Ocean,Azores,32.73,-16.97,1862,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
383010,La Palma,Spain,Stratovolcano(es),Eruption Observed,1971 CE,Atlantic Ocean,Canary Islands,28.57,-17.83,2426,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km),Holocene
383020,Hierro,Spain,Shield,Eruption Observed,2012 CE,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic crust (< 15 km),Holocene
383030,Tenerife,Spain,Stratovolcano,Eruption Observed,1909 CE,Atlantic Ocean,Canary Islands,28.271,-16.641,3715,Phonolite,Intraplate / Oceanic crust (< 15 km),Holocene
383040,Gran Canaria,Spain,Fissure vent(s),Eruption Dated,40 CE,Atlantic Ocean,Canary Islands,28,-15.58,1950,Trachybasalt / Tephrite Basanite,Intraplate / Intermediate crust (15-25 km),Holocene
383050,Fuerteventura,Spain,Fissure vent(s),Evidence Credible,Unknown,Atlantic Ocean,Canary Islands,28.358,-14.02,529,Basalt / Picro-Basalt,Intraplate / Intermediate crust (15-25 km),Holocene
383060,Lanzarote,Spain,Fissure vent(s),Eruption Observed,1824 CE,Atlantic Ocean,Canary Islands,29.03,-13.63,670,Basalt / Picro-Basalt,Intraplate / Intermediate crust (15-25 km),Holocene
384010,Fogo,Cape Verde,Stratovolcano,Eruption Observed,2015 CE,Atlantic Ocean,Cape Verde Islands,14.95,-24.35,2829,Foidite,Intraplate / Intermediate crust (15-25 km),Holocene
384020,Brava,Cape Verde,Stratovolcano,Evidence Credible,Unknown,Atlantic Ocean,Cape Verde Islands,14.85,-24.72,900,Foidite,Intraplate / Intermediate crust (15-25 km),Holocene
385030,Romanche Fracture Zone,Undersea Features,Submarine,Evidence Uncertain,Unknown,Atlantic Ocean,Atlantic Ocean (central),-0.433,-19.596,-1528,No Data (checked),Rift zone / Oceanic crust (< 15 km),Holocene
385050,Ascension,United Kingdom,Stratovolcano,Eruption Dated,1508 CE,Atlantic Ocean,Atlantic Ocean (central),-7.95,-14.37,858,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
385052,Walvis Ridge at 33°S,Undersea Features,Submarine,Eruption Observed,2002 CE,Atlantic Ocean,Atlantic Ocean (central),-32.958,-5.22,-1200,No Data (checked),Intraplate / Oceanic crust (< 15 km),Holocene
386010,Tristan da Cunha,United Kingdom,Shield,Eruption Observed,1962 CE,Atlantic Ocean,Atlantic Ocean (southern),-37.092,-12.28,2060,Trachybasalt / Tephrite Basanite,Rift zone / Oceanic crust (< 15 km),Holocene
386011,Nightingale Island,United Kingdom,Stratovolcano,Eruption Observed,2004 CE,Atlantic Ocean,Atlantic Ocean (southern),-37.42,-12.48,365,Trachyte / Trachydacite,Rift zone / Oceanic crust (< 15 km),Holocene
386020,Bouvet,Norway,Shield,Eruption Dated,50 BCE,Atlantic Ocean,Atlantic Ocean (southern),-54.408,3.351,741,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),Holocene
390010,Buckle Island,Antarctica,Stratovolcano,Eruption Observed,1899 CE,Antarctica,Antarctica and South Sandwich Islands,-66.78,163.25,1239,Trachybasalt / Tephrite Basanite,Rift zone / Oceanic crust (< 15 km),Holocene
390011,Young Island,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-66.42,162.47,1340,Trachybasalt / Tephrite Basanite,Rift zone / Oceanic crust (< 15 km),Holocene
390012,Sturge Island,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-67.4,164.83,1167,Trachybasalt / Tephrite Basanite,Rift zone / Oceanic crust (< 15 km),Holocene
390013,"Pleiades, The",Antarctica,Stratovolcano,Eruption Dated,1050 BCE,Antarctica,Antarctica and South Sandwich Islands,-72.67,165.5,3040,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),Holocene
390015,Melbourne,Antarctica,Stratovolcano,Eruption Dated,1892 CE,Antarctica,Antarctica and South Sandwich Islands,-74.35,164.7,2732,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
390016,Unnamed,Antarctica,Submarine,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-76.83,163,-500,No Data (checked),Intraplate / Continental crust (>25 km),Holocene
390017,Morning,Antarctica,Shield,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-78.5,163.53,2723,Phonolite,Intraplate / Continental crust (>25 km),Holocene
390020,Erebus,Antarctica,Stratovolcano,Eruption Observed,2020 CE,Antarctica,Antarctica and South Sandwich Islands,-77.53,167.17,3794,Phonolite,Intraplate / Continental crust (>25 km),Holocene
390021,Royal Society Range,Antarctica,Pyroclastic cone(s),Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-78.25,163.33,3000,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),Holocene
390022,Berlin,Antarctica,Shield(s),Eruption Dated,8350 BCE,Antarctica,Antarctica and South Sandwich Islands,-76.05,-136,3478,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
390023,Andrus,Antarctica,Shield(s),Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-75.8,-132.33,2978,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
390024,Waesche,Antarctica,Shield(s),Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-77.17,-126.88,3292,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
390025,Siple,Antarctica,Shield,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-73.43,-126.67,3110,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390026,Toney Mountain,Antarctica,Shield,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-75.8,-115.83,3595,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),Holocene
390027,Takahe,Antarctica,Shield,Eruption Dated,5550 BCE,Antarctica,Antarctica and South Sandwich Islands,-76.28,-112.08,3460,Trachyte / Trachydacite,Intraplate / Continental crust (>25 km),Holocene
390028,Hudson Mountains,Antarctica,Stratovolcano(es),Eruption Dated,210 BCE,Antarctica,Antarctica and South Sandwich Islands,-74.33,-99.42,749,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390029,Peter I Island,Antarctica,Shield,Evidence Credible,Unknown,Antarctica,Antarctica and South Sandwich Islands,-68.85,-90.58,1640,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km),Holocene
390030,Deception Island,Antarctica,Caldera,Eruption Observed,1970 CE,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390031,Penguin Island,Antarctica,Stratovolcano,Eruption Observed,1905 CE,Antarctica,Antarctica and South Sandwich Islands,-62.1,-57.93,180,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390040,Bridgeman Island,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-62.061,-56.717,240,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),Holocene
390041,Paulet,Antarctica,Pyroclastic cone,Evidence Credible,Unknown,Antarctica,Antarctica and South Sandwich Islands,-63.579,-55.78,353,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390050,Seal Nunataks Group,Antarctica,Pyroclastic cone(s),Evidence Credible,Unknown,Antarctica,Antarctica and South Sandwich Islands,-65.03,-60.05,368,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390070,Southern Thule,United Kingdom,Stratovolcano(es),Eruption Observed,1975 CE,Antarctica,Antarctica and South Sandwich Islands,-59.442,-27.225,1075,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
390080,Bristol Island,United Kingdom,Stratovolcano,Eruption Observed,2016 CE,Antarctica,Antarctica and South Sandwich Islands,-59.017,-26.533,1100,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390081,Montagu Island,United Kingdom,Shield,Eruption Observed,2007 CE,Antarctica,Antarctica and South Sandwich Islands,-58.445,-26.374,1370,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390090,Saunders,United Kingdom,Stratovolcano,Eruption Observed,2020 CE,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390100,Candlemas Island,United Kingdom,Stratovolcano,Eruption Observed,1911 CE,Antarctica,Antarctica and South Sandwich Islands,-57.08,-26.67,550,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390110,Hodson,United Kingdom,Stratovolcano,Evidence Credible,Unknown,Antarctica,Antarctica and South Sandwich Islands,-56.712,-27.176,835,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390120,Leskov Island,United Kingdom,Stratovolcano,Unrest / Holocene,Unknown,Antarctica,Antarctica and South Sandwich Islands,-56.656,-28.14,190,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km),Holocene
390130,Zavodovski,United Kingdom,Stratovolcano,Eruption Observed,2016 CE,Antarctica,Antarctica and South Sandwich Islands,-56.3,-27.57,551,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km),Holocene
390140,Protector Seamounts,United Kingdom,Submarine,Eruption Observed,1962 CE,Antarctica,Antarctica and South Sandwich Islands,-55.912,-28.167,-55,Rhyolite,Subduction zone / Oceanic crust (< 15 km),Holocene
390829,James Ross Island,Antarctica,Shield,Evidence Credible,Unknown,Antarctica,Antarctica and South Sandwich Islands,-64.15,-57.75,1630,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),Holocene
390847,Melville,Antarctica,Stratovolcano,Evidence Uncertain,Unknown,Antarctica,Antarctica and South Sandwich Islands,-62.02,-57.67,549,,Intraplate / Continental crust (>25 km),Holocene
210801,South Harghita Mountains,Romania,Lava dome(s),,,Mediterranean and Western Asia,Western Europe,46.13,25.88,1289,,Intraplate / Continental crust (>25 km),Pleistocene
210802,Persani Mountains,Romania,Volcanic field,,,Mediterranean and Western Asia,Western Europe,45.982,25.339,623,,Intraplate / Continental crust (>25 km),Pleistocene
210803,Apuseni Mountains,Romania,Volcanic field,,,Mediterranean and Western Asia,Western Europe,45.93,22.88,353,,Intraplate / Continental crust (>25 km),Pleistocene
210804,Lucaret Basalts,Romania,Fissure vent,,,Mediterranean and Western Asia,Western Europe,45.826,21.69,190,,Intraplate / Continental crust (>25 km),Pleistocene
210805,Bakony-Balaton Highland,Hungary,Volcanic field,,,Mediterranean and Western Asia,Western Europe,46.92,17.63,600,,Intraplate / Continental crust (>25 km),Pleistocene
210806,Little Hungarian Plain,Hungary,Volcanic field,,,Mediterranean and Western Asia,Western Europe,47.192,17.2,433,,Intraplate / Continental crust (>25 km),Pleistocene
210807,Nograd-Southern Slovakia,Hungary-Slovakia,Volcanic field,,,Mediterranean and Western Asia,Western Europe,48.159,19.79,720,,Intraplate / Continental crust (>25 km),Pleistocene
210809,Central Slovakia,Slovakia,Volcanic field,,,Mediterranean and Western Asia,Western Europe,48.403,18.877,1009,,Intraplate / Continental crust (>25 km),Pleistocene
210810,Bruntal Volcanic Field,Czech Republic,Volcanic field,,,Mediterranean and Western Asia,Western Europe,49.88,17.475,780,,Intraplate / Continental crust (>25 km),Pleistocene
210811,Cheb Basin,Czech Republic,Volcanic field,,,Mediterranean and Western Asia,Western Europe,49.97,12.392,585,,Intraplate / Continental crust (>25 km),Pleistocene
210812,East Eifel Volcanic Field,Germany,Maar(s),,,Mediterranean and Western Asia,Western Europe,50.4,7.325,588,,Rift zone / Continental crust (>25 km),Pleistocene
210813,Rodderberg,Germany,Pyroclastic cone,,,Mediterranean and Western Asia,Western Europe,50.62,7.2,150,,Rift zone / Continental crust (>25 km),Pleistocene
210814,Cofrentes,Spain,Volcanic field,,,Mediterranean and Western Asia,Western Europe,39.235,-1.064,514,,Unknown,Pleistocene
210816,"Columbretes, Islas",Spain,Volcanic field,,,Mediterranean and Western Asia,Western Europe,39.896,0.686,33,,Unknown,Pleistocene
211800,Amiata,Italy,Lava dome(s),,,Mediterranean and Western Asia,Italy,42.9,11.63,1738,,Subduction zone / Continental crust (>25 km),Pleistocene
211801,Radicofani,Italy,Volcanic remnant,,,Mediterranean and Western Asia,Italy,42.87,11.77,0,,Subduction zone / Continental crust (>25 km),Pleistocene
211802,Torre Alfina,Italy,Volcanic remnant,,,Mediterranean and Western Asia,Italy,42.78,11.92,0,,Subduction zone / Continental crust (>25 km),Pleistocene
211803,San Venanzo,Italy,Maar,,,Mediterranean and Western Asia,Italy,42.85,12.28,466,,Subduction zone / Continental crust (>25 km),Pleistocene
211804,Acquasparta,Italy,Volcanic field,,,Mediterranean and Western Asia,Italy,42.65,12.3,0,,Subduction zone / Continental crust (>25 km),Pleistocene
211805,Polino,Italy,Explosion crater(s),,,Mediterranean and Western Asia,Italy,42.57,12.82,0,,Subduction zone / Continental crust (>25 km),Pleistocene
211806,Cupaello,Italy,Pyroclastic cone,,,Mediterranean and Western Asia,Italy,42.43,12.93,650,,Subduction zone / Continental crust (>25 km),Pleistocene
211807,Oricola-Carsoli,Italy,Pyroclastic cone(s),,,Mediterranean and Western Asia,Italy,42.15,13.08,0,,Subduction zone / Continental crust (>25 km),Pleistocene
